epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
382,32695.2,0.39695,0.25021,0.90728,0.92199,0.88177,0.93589,0.73924,1.01528,0.5612,1.55454,0.001618,0.001618,0.001618
383,32780.8,0.38475,0.24817,0.8968,0.9228,0.88187,0.9368,0.73999,1.01517,0.56137,1.5555,0.001596,0.001596,0.001596
384,32866.6,0.3921,0.2487,0.90977,0.923,0.88213,0.93651,0.74037,1.01467,0.56093,1.55579,0.001574,0.001574,0.001574
385,32952.2,0.38955,0.25008,0.90327,0.92341,0.88221,0.93621,0.73897,1.0147,0.56067,1.5562,0.001552,0.001552,0.001552
386,33036.3,0.38136,0.24433,0.90752,0.92568,0.8844,0.93847,0.73944,1.01579,0.56161,1.55821,0.00153,0.00153,0.00153
387,33121.2,0.38736,0.24484,0.90071,0.92278,0.8824,0.93651,0.7392,1.01527,0.56211,1.55879,0.001508,0.001508,0.001508
388,33207.5,0.38176,0.24272,0.89868,0.92169,0.88243,0.93721,0.73933,1.01527,0.56261,1.55897,0.001486,0.001486,0.001486
389,33292.7,0.38658,0.24221,0.90604,0.90821,0.89653,0.93749,0.73981,1.01572,0.56267,1.55991,0.001464,0.001464,0.001464
390,33378,0.38778,0.24664,0.90201,0.92175,0.88188,0.93751,0.73983,1.01571,0.56136,1.56051,0.001442,0.001442,0.001442
391,33463.9,0.38577,0.24224,0.89875,0.92297,0.884,0.93921,0.74034,1.01549,0.56148,1.5608,0.00142,0.00142,0.00142
392,33550.5,0.38617,0.25034,0.90051,0.92315,0.88485,0.93886,0.74013,1.01467,0.56062,1.56093,0.001398,0.001398,0.001398
393,33636.3,0.3832,0.2389,0.90412,0.90666,0.9005,0.93874,0.73992,1.01497,0.55958,1.56118,0.001376,0.001376,0.001376
394,33722.3,0.38321,0.24102,0.90168,0.90685,0.90154,0.93871,0.74039,1.01413,0.55938,1.56086,0.001354,0.001354,0.001354
395,33807.9,0.38353,0.2405,0.90409,0.9178,0.88664,0.93709,0.73995,1.01469,0.55873,1.56205,0.001332,0.001332,0.001332
396,33892.5,0.37868,0.2386,0.89976,0.92126,0.88853,0.93857,0.73892,1.01479,0.55875,1.56278,0.00131,0.00131,0.00131
397,33978.6,0.36947,0.23653,0.89465,0.93672,0.87056,0.93783,0.73961,1.0151,0.5578,1.56393,0.001288,0.001288,0.001288
398,34064.7,0.3901,0.24643,0.91073,0.91434,0.88357,0.93689,0.73912,1.01449,0.55791,1.56398,0.001266,0.001266,0.001266
399,34149.8,0.37811,0.24181,0.90524,0.91676,0.88763,0.93856,0.7401,1.01371,0.55592,1.56333,0.001244,0.001244,0.001244
400,34235.2,0.36976,0.23642,0.89354,0.91796,0.88815,0.93802,0.74034,1.01344,0.55607,1.56377,0.001222,0.001222,0.001222
401,34320.5,0.36766,0.23476,0.90014,0.91526,0.88719,0.9365,0.74,1.01362,0.55633,1.56494,0.0012,0.0012,0.0012
402,34406.1,0.37138,0.23817,0.89678,0.91773,0.88821,0.9381,0.74009,1.01411,0.55622,1.56639,0.001178,0.001178,0.001178
403,34490.9,0.3686,0.2374,0.89978,0.92024,0.8859,0.93817,0.74059,1.01444,0.55511,1.56768,0.001156,0.001156,0.001156
404,34576.4,0.36717,0.22832,0.89569,0.91656,0.88252,0.93693,0.7392,1.0144,0.55459,1.56796,0.001134,0.001134,0.001134
405,34661.2,0.37414,0.24114,0.90137,0.92076,0.88411,0.93855,0.73989,1.01469,0.55451,1.56906,0.001112,0.001112,0.001112
406,34746.4,0.36127,0.23115,0.89122,0.92055,0.8838,0.93855,0.74009,1.01445,0.55557,1.56946,0.00109,0.00109,0.00109
407,34830.7,0.36396,0.23447,0.89961,0.91637,0.88786,0.93859,0.74033,1.01446,0.55538,1.57005,0.001068,0.001068,0.001068
408,34915.8,0.37022,0.24104,0.90323,0.92036,0.88336,0.93848,0.74013,1.01514,0.55538,1.5715,0.001046,0.001046,0.001046
409,35001.5,0.36536,0.2321,0.89559,0.91497,0.88886,0.93856,0.74008,1.01464,0.55625,1.57183,0.001024,0.001024,0.001024
410,35087,0.36208,0.22665,0.89821,0.91524,0.88948,0.93851,0.73963,1.01444,0.5561,1.5723,0.001002,0.001002,0.001002
411,35171.8,0.36013,0.22971,0.89023,0.92043,0.88468,0.93848,0.74022,1.01487,0.55542,1.57408,0.00098,0.00098,0.00098
412,35257.8,0.35392,0.22646,0.89092,0.92044,0.88461,0.93857,0.73985,1.01487,0.55544,1.57424,0.000958,0.000958,0.000958
413,35343.5,0.35921,0.23133,0.89237,0.91547,0.88928,0.93841,0.7393,1.01502,0.55589,1.5752,0.000936,0.000936,0.000936
414,35428.6,0.37146,0.23328,0.903,0.93312,0.87646,0.93851,0.73985,1.01487,0.55551,1.57603,0.000914,0.000914,0.000914
415,35513.4,0.36112,0.22766,0.89511,0.93384,0.87646,0.93846,0.74045,1.01498,0.55531,1.57687,0.000892,0.000892,0.000892
416,35599.1,0.35564,0.22406,0.89551,0.93237,0.87646,0.93846,0.74004,1.01558,0.5555,1.57787,0.00087,0.00087,0.00087
417,35684.6,0.36796,0.23225,0.90018,0.93419,0.87646,0.93842,0.73993,1.01504,0.5549,1.57799,0.000848,0.000848,0.000848
418,35769.4,0.34061,0.22421,0.87718,0.9335,0.87646,0.93851,0.74022,1.01482,0.55469,1.57827,0.000826,0.000826,0.000826
419,35854.6,0.36754,0.23603,0.89892,0.93246,0.87646,0.93852,0.74027,1.01547,0.55405,1.58047,0.000804,0.000804,0.000804
420,35940.4,0.36066,0.2311,0.8927,0.93282,0.87646,0.9385,0.74024,1.01557,0.55435,1.5814,0.000782,0.000782,0.000782
421,36027.6,0.36175,0.23015,0.89524,0.93303,0.87646,0.9385,0.73955,1.01541,0.55413,1.58207,0.00076,0.00076,0.00076
422,36112.7,0.3463,0.22348,0.8886,0.93285,0.87646,0.93862,0.73947,1.01504,0.55381,1.58229,0.000738,0.000738,0.000738
423,36198.5,0.35233,0.22313,0.8887,0.93309,0.87653,0.93864,0.73927,1.01486,0.5533,1.58302,0.000716,0.000716,0.000716
424,36284.8,0.36038,0.23199,0.89601,0.93298,0.8761,0.93857,0.73922,1.01484,0.55396,1.58408,0.000694,0.000694,0.000694
425,36369.7,0.35436,0.22234,0.89904,0.93166,0.87598,0.93855,0.73899,1.01546,0.55375,1.58529,0.000672,0.000672,0.000672
426,36453.8,0.34715,0.22061,0.89394,0.93149,0.87646,0.93879,0.73905,1.01478,0.55364,1.58571,0.00065,0.00065,0.00065
427,36539.5,0.35325,0.22556,0.90127,0.93149,0.87565,0.93883,0.73918,1.01485,0.55379,1.58618,0.000628,0.000628,0.000628
428,36625.3,0.34683,0.21878,0.89171,0.93032,0.87607,0.93874,0.73916,1.01482,0.55378,1.58656,0.000606,0.000606,0.000606
429,36709.7,0.34686,0.21988,0.88446,0.92966,0.87529,0.93914,0.73967,1.01439,0.55453,1.58685,0.000584,0.000584,0.000584
430,36795.3,0.35168,0.22357,0.89516,0.93008,0.87412,0.938,0.7396,1.01415,0.55419,1.5872,0.000562,0.000562,0.000562
431,36881.3,0.34679,0.2212,0.88923,0.93045,0.87412,0.93794,0.73926,1.01371,0.55442,1.58708,0.00054,0.00054,0.00054
432,36967.2,0.35139,0.2242,0.89327,0.92964,0.87412,0.93792,0.73879,1.01415,0.55435,1.58809,0.000518,0.000518,0.000518
433,37052.7,0.34964,0.22154,0.89472,0.92929,0.87412,0.93792,0.73852,1.01394,0.55486,1.58833,0.000496,0.000496,0.000496
434,37138.8,0.34937,0.22389,0.8962,0.92833,0.87412,0.93789,0.73933,1.01338,0.55401,1.588,0.000474,0.000474,0.000474
435,37221.3,0.33883,0.21613,0.8865,0.92839,0.87412,0.93786,0.73891,1.01302,0.55487,1.58792,0.000452,0.000452,0.000452
436,37306.8,0.34591,0.22144,0.88699,0.92632,0.87412,0.93799,0.7387,1.01337,0.55516,1.58894,0.00043,0.00043,0.00043
437,37391.9,0.34397,0.21914,0.88902,0.92584,0.87433,0.938,0.73896,1.01307,0.55521,1.58939,0.000408,0.000408,0.000408
438,37478,0.33771,0.2139,0.88958,0.9259,0.87455,0.93803,0.73878,1.0138,0.55571,1.59054,0.000386,0.000386,0.000386
439,37564.2,0.34411,0.21586,0.8884,0.92592,0.87434,0.93804,0.73881,1.014,0.55632,1.59155,0.000364,0.000364,0.000364
440,37649.6,0.33293,0.2123,0.88029,0.92592,0.87419,0.93807,0.7391,1.01398,0.55649,1.59155,0.000342,0.000342,0.000342
441,37732.4,0.31112,0.179,0.84729,0.92696,0.87461,0.93781,0.73891,1.0144,0.55648,1.59287,0.00032,0.00032,0.00032
442,37815,0.26138,0.14863,0.82493,0.92669,0.87456,0.93761,0.73832,1.0143,0.55601,1.59338,0.000298,0.000298,0.000298
443,37896.6,0.24065,0.1364,0.81653,0.92654,0.87476,0.93756,0.73815,1.01448,0.55553,1.5941,0.000276,0.000276,0.000276
444,37979,0.23139,0.13506,0.80699,0.9263,0.87471,0.93738,0.73843,1.0144,0.55605,1.59453,0.000254,0.000254,0.000254
445,38062.3,0.22871,0.13446,0.80837,0.92765,0.87474,0.93743,0.73755,1.0142,0.55547,1.59514,0.000232,0.000232,0.000232
446,38145.1,0.22596,0.13139,0.80752,0.92758,0.8746,0.93657,0.73779,1.01434,0.55615,1.59587,0.00021,0.00021,0.00021
447,38227.3,0.2248,0.13345,0.81325,0.92656,0.8732,0.93652,0.7386,1.01432,0.55587,1.59662,0.000188,0.000188,0.000188
448,38310.1,0.21957,0.13062,0.80703,0.9264,0.87319,0.93642,0.73834,1.01439,0.55714,1.59669,0.000166,0.000166,0.000166
449,38392.7,0.21805,0.12704,0.8081,0.92617,0.87347,0.93627,0.73871,1.01536,0.55614,1.59858,0.000144,0.000144,0.000144
450,38475.7,0.21826,0.13037,0.80343,0.92623,0.87421,0.93636,0.73749,1.01577,0.55661,1.59952,0.000122,0.000122,0.000122
