epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,16182.3,0.63536,0.41955,1.01474,0.92097,0.87179,0.92381,0.72386,1.00411,0.59319,1.44903,0.005864,0.005864,0.005864
190,16268.4,0.64466,0.4105,1.02422,0.90042,0.88823,0.9245,0.72338,1.00815,0.58127,1.45053,0.005842,0.005842,0.005842
191,16353.3,0.63144,0.40905,1.01432,0.91142,0.88899,0.92851,0.72352,1.01331,0.56371,1.46364,0.00582,0.00582,0.00582
192,16439.1,0.63284,0.40397,1.00273,0.90817,0.88643,0.9306,0.72539,1.02343,0.56623,1.48204,0.005798,0.005798,0.005798
193,16524.7,0.63195,0.41907,1.00833,0.91734,0.88302,0.9298,0.72145,1.03363,0.55447,1.50394,0.005776,0.005776,0.005776
194,16610.2,0.62937,0.41681,1.00718,0.92027,0.89309,0.93082,0.7211,1.03829,0.56178,1.49613,0.005754,0.005754,0.005754
195,16695.5,0.63497,0.41414,1.00665,0.91704,0.89007,0.93037,0.71879,1.04062,0.56153,1.49871,0.005732,0.005732,0.005732
196,16781.2,0.63709,0.41081,1.02124,0.90538,0.89998,0.93557,0.72322,1.03802,0.53895,1.50082,0.00571,0.00571,0.00571
197,16864.4,0.63039,0.40905,1.01,0.91213,0.89127,0.93652,0.72427,1.03451,0.54871,1.48618,0.005688,0.005688,0.005688
198,16949.7,0.61998,0.39159,1.00371,0.91684,0.88128,0.93353,0.72173,1.03377,0.55273,1.49022,0.005666,0.005666,0.005666
199,17035.8,0.62168,0.40754,1.00549,0.92188,0.88334,0.93283,0.72057,1.03251,0.55995,1.49443,0.005644,0.005644,0.005644
200,17121.3,0.63649,0.40754,1.01043,0.90954,0.89238,0.93249,0.7173,1.02857,0.56604,1.48766,0.005622,0.005622,0.005622
201,17205.7,0.61196,0.39931,0.99907,0.91591,0.87768,0.93281,0.72089,1.01998,0.5622,1.47643,0.0056,0.0056,0.0056
202,17290.6,0.62637,0.40839,1.00884,0.90442,0.89191,0.92766,0.71764,1.01224,0.5775,1.46591,0.005578,0.005578,0.005578
203,17377.2,0.61671,0.38722,1.0015,0.91303,0.87991,0.9272,0.72339,1.0125,0.57812,1.47784,0.005556,0.005556,0.005556
204,17463.7,0.6135,0.40055,0.99941,0.90178,0.89081,0.92851,0.7214,1.01555,0.56651,1.4806,0.005534,0.005534,0.005534
205,17549,0.61404,0.39594,1.00404,0.90385,0.89338,0.92792,0.72231,1.0089,0.57072,1.46796,0.005512,0.005512,0.005512
206,17634.9,0.61301,0.39856,1.00636,0.9105,0.89148,0.92871,0.72735,1.01348,0.55492,1.47538,0.00549,0.00549,0.00549
207,17720.1,0.6194,0.39862,1.00092,0.90942,0.90247,0.93143,0.7282,0.99684,0.55166,1.46204,0.005468,0.005468,0.005468
208,17805.1,0.62512,0.39782,1.01151,0.91003,0.90703,0.93471,0.72815,1.00936,0.53983,1.4702,0.005446,0.005446,0.005446
209,17890,0.59105,0.3754,0.98543,0.92058,0.90594,0.93349,0.72533,1.0175,0.53847,1.47619,0.005424,0.005424,0.005424
210,17975.8,0.61191,0.39186,0.99995,0.92866,0.88587,0.93326,0.72249,1.02355,0.5366,1.48749,0.005402,0.005402,0.005402
211,18062,0.58244,0.37909,0.98921,0.91119,0.89781,0.93473,0.72544,1.01892,0.55159,1.48615,0.00538,0.00538,0.00538
212,18147.6,0.60622,0.38911,1.00469,0.90049,0.90717,0.94028,0.727,1.01478,0.56578,1.47756,0.005358,0.005358,0.005358
213,18232.9,0.60527,0.38863,0.99251,0.88879,0.906,0.93813,0.7303,1.01039,0.5544,1.47286,0.005336,0.005336,0.005336
214,18318.8,0.59967,0.38407,0.99605,0.93719,0.875,0.93872,0.72871,0.99915,0.55113,1.46812,0.005314,0.005314,0.005314
215,18404.4,0.59721,0.38525,0.99581,0.89467,0.90238,0.93488,0.72469,0.99927,0.55033,1.46537,0.005292,0.005292,0.005292
216,18489.2,0.59276,0.37873,0.99086,0.89671,0.89957,0.93512,0.72656,1.00167,0.55267,1.46969,0.00527,0.00527,0.00527
217,18575,0.60256,0.3715,0.99775,0.90802,0.89561,0.93772,0.7264,1.00211,0.56336,1.46773,0.005248,0.005248,0.005248
218,18660.1,0.59326,0.38376,0.9876,0.91825,0.88305,0.9354,0.72953,0.99933,0.56981,1.46621,0.005226,0.005226,0.005226
219,18745.2,0.58421,0.37964,0.97706,0.91641,0.88135,0.932,0.72879,1.01135,0.56713,1.47889,0.005204,0.005204,0.005204
220,18830.7,0.59269,0.38166,0.99304,0.90248,0.89457,0.93096,0.72837,1.00273,0.55809,1.46243,0.005182,0.005182,0.005182
221,18916.9,0.59264,0.37152,0.9888,0.92479,0.87715,0.93173,0.73021,0.99373,0.5516,1.45582,0.00516,0.00516,0.00516
222,19002.6,0.59426,0.37886,0.98955,0.91272,0.887,0.93192,0.72852,0.99929,0.55633,1.46323,0.005138,0.005138,0.005138
223,19087.9,0.57904,0.37037,0.97926,0.90968,0.8882,0.93529,0.72914,1.00428,0.5554,1.46772,0.005116,0.005116,0.005116
224,19173.6,0.58302,0.3653,0.98226,0.91516,0.89256,0.93253,0.73003,0.99665,0.55696,1.45526,0.005094,0.005094,0.005094
225,19260.3,0.58257,0.36486,0.98634,0.90611,0.89645,0.93064,0.73006,1.00047,0.55286,1.45833,0.005072,0.005072,0.005072
226,19347.1,0.57582,0.36734,0.98589,0.90617,0.89646,0.92873,0.73075,1.00195,0.55111,1.46134,0.00505,0.00505,0.00505
227,19432.2,0.58477,0.37437,0.97662,0.91114,0.89491,0.93128,0.73138,1.002,0.54376,1.46477,0.005028,0.005028,0.005028
228,19519.4,0.58089,0.37621,0.97712,0.90686,0.90501,0.93171,0.73055,0.99505,0.54848,1.45883,0.005006,0.005006,0.005006
229,19605.5,0.57221,0.3679,0.98465,0.90073,0.90399,0.93411,0.72939,0.99327,0.55103,1.45529,0.004984,0.004984,0.004984
230,19691.6,0.57549,0.36213,0.98356,0.91057,0.90302,0.93627,0.7297,1.00072,0.55167,1.46009,0.004962,0.004962,0.004962
231,19776.9,0.56162,0.35616,0.97121,0.91275,0.89649,0.93367,0.7306,1.0089,0.55711,1.46523,0.00494,0.00494,0.00494
232,19863,0.56183,0.36017,0.96625,0.91678,0.89656,0.9358,0.73284,1.00245,0.54143,1.46267,0.004918,0.004918,0.004918
233,19950.1,0.56443,0.36327,0.97448,0.90725,0.9026,0.93528,0.733,1.00327,0.53707,1.46565,0.004896,0.004896,0.004896
234,20036.7,0.56358,0.37004,0.9764,0.91562,0.90608,0.93733,0.73493,0.99928,0.53382,1.46272,0.004874,0.004874,0.004874
235,20122.5,0.56687,0.36731,0.9748,0.9105,0.90878,0.93724,0.73113,0.99669,0.53618,1.46535,0.004852,0.004852,0.004852
236,20208.9,0.56126,0.36646,0.97511,0.90704,0.90934,0.93675,0.73223,0.98868,0.53872,1.46147,0.00483,0.00483,0.00483
237,20292.6,0.56488,0.36082,0.97793,0.91746,0.89203,0.93626,0.73059,0.99575,0.55109,1.46792,0.004808,0.004808,0.004808
238,20377.8,0.57058,0.36692,0.98025,0.90401,0.89928,0.93376,0.72983,1.00627,0.55621,1.47293,0.004786,0.004786,0.004786
239,20463.5,0.56087,0.35627,0.98106,0.8971,0.90491,0.93658,0.7293,1.01138,0.54146,1.47874,0.004764,0.004764,0.004764
240,20549.9,0.55688,0.36019,0.97649,0.89967,0.90455,0.93603,0.73105,1.01065,0.53835,1.47411,0.004742,0.004742,0.004742
241,20635.4,0.55503,0.3606,0.96627,0.90365,0.91136,0.93779,0.73091,1.01725,0.5423,1.4808,0.00472,0.00472,0.00472
242,20720.7,0.55844,0.37051,0.97324,0.92034,0.88541,0.93469,0.73086,1.02404,0.54281,1.49141,0.004698,0.004698,0.004698
243,20806.5,0.55388,0.35448,0.97252,0.92068,0.89595,0.93561,0.73081,1.03114,0.53549,1.49996,0.004676,0.004676,0.004676
244,20892.3,0.54953,0.34615,0.97164,0.91431,0.90586,0.93931,0.72933,1.02414,0.5326,1.49,0.004654,0.004654,0.004654
245,20977.2,0.5431,0.34178,0.96951,0.91752,0.90987,0.9404,0.73104,1.02089,0.5304,1.49019,0.004632,0.004632,0.004632
246,21063.1,0.54346,0.3491,0.96908,0.91259,0.90848,0.94124,0.73091,1.01783,0.52922,1.48784,0.00461,0.00461,0.00461
247,21149.3,0.55249,0.35289,0.97194,0.90734,0.90838,0.93859,0.73058,1.02291,0.54118,1.49744,0.004588,0.004588,0.004588
248,21235.1,0.57193,0.36794,0.97986,0.9093,0.90531,0.93753,0.72994,1.02494,0.54452,1.50111,0.004566,0.004566,0.004566
249,21320.2,0.552,0.34993,0.96597,0.9111,0.89699,0.9347,0.72838,1.02574,0.5452,1.4971,0.004544,0.004544,0.004544
250,21406,0.53856,0.34928,0.95853,0.91481,0.89621,0.93643,0.73035,1.02688,0.54802,1.49564,0.004522,0.004522,0.004522
251,21492.3,0.55267,0.35329,0.97804,0.91773,0.891,0.93718,0.73068,1.02521,0.54535,1.49629,0.0045,0.0045,0.0045
252,21577.8,0.54492,0.34932,0.96329,0.91096,0.90155,0.93736,0.73078,1.02661,0.54324,1.49961,0.004478,0.004478,0.004478
253,21662.6,0.53643,0.34383,0.95795,0.9382,0.88146,0.93906,0.73118,1.0264,0.53963,1.50072,0.004456,0.004456,0.004456
254,21748.6,0.5435,0.35453,0.96471,0.94619,0.88448,0.93959,0.73039,1.02089,0.54251,1.49696,0.004434,0.004434,0.004434
255,21834.3,0.54359,0.35378,0.97169,0.94569,0.87745,0.93739,0.72901,1.02114,0.55068,1.50124,0.004412,0.004412,0.004412
256,21919.5,0.52633,0.3394,0.96073,0.94066,0.87799,0.93758,0.72954,1.02119,0.54992,1.5053,0.00439,0.00439,0.00439
257,22004.6,0.54097,0.34824,0.96847,0.94113,0.87371,0.93493,0.72885,1.02023,0.55796,1.50387,0.004368,0.004368,0.004368
258,22089.6,0.53868,0.34815,0.96546,0.90682,0.90031,0.93507,0.72844,1.02704,0.55578,1.51408,0.004346,0.004346,0.004346
259,22174.8,0.53833,0.34546,0.96366,0.91312,0.89226,0.93639,0.72894,1.02087,0.5575,1.50714,0.004324,0.004324,0.004324
260,22259.7,0.53591,0.348,0.96452,0.94058,0.86935,0.93664,0.72998,1.01911,0.56221,1.50285,0.004302,0.004302,0.004302
261,22344.7,0.52594,0.33676,0.9603,0.91569,0.89023,0.9364,0.73094,1.01891,0.56805,1.50124,0.00428,0.00428,0.00428
262,22430,0.5232,0.34207,0.96063,0.91436,0.88808,0.93606,0.73096,1.01388,0.56452,1.49704,0.004258,0.004258,0.004258
263,22515.8,0.52972,0.3471,0.96123,0.93861,0.87603,0.93696,0.7325,1.01141,0.56074,1.49685,0.004236,0.004236,0.004236
264,22600.7,0.52289,0.333,0.95879,0.93183,0.8815,0.9358,0.73418,1.00776,0.55641,1.49394,0.004214,0.004214,0.004214
265,22685.8,0.51973,0.3302,0.95369,0.9109,0.90652,0.93481,0.73592,1.00824,0.54911,1.49921,0.004192,0.004192,0.004192
266,22771.2,0.51917,0.33002,0.94645,0.93446,0.88757,0.93648,0.73603,1.0023,0.54517,1.49501,0.00417,0.00417,0.00417
267,22856.4,0.52029,0.33123,0.95538,0.94094,0.89142,0.94056,0.73767,1.00126,0.54084,1.49604,0.004148,0.004148,0.004148
268,22941.9,0.52285,0.32953,0.96058,0.93766,0.89207,0.94224,0.73996,0.99616,0.54517,1.48902,0.004126,0.004126,0.004126
269,23027.3,0.5202,0.33895,0.95716,0.93527,0.89144,0.94059,0.7407,0.99524,0.5397,1.49143,0.004104,0.004104,0.004104
270,23113.3,0.52599,0.33676,0.95677,0.93276,0.88997,0.94033,0.74057,0.99732,0.53849,1.49518,0.004082,0.004082,0.004082
271,23198.6,0.53218,0.33725,0.96889,0.92065,0.89941,0.9438,0.73994,0.99561,0.54199,1.49107,0.00406,0.00406,0.00406
272,23284.3,0.50751,0.32441,0.94415,0.92206,0.90102,0.94332,0.73701,0.99373,0.54047,1.48949,0.004038,0.004038,0.004038
273,23370.5,0.5261,0.3358,0.96121,0.92289,0.90057,0.94328,0.73731,1.00038,0.54574,1.49774,0.004016,0.004016,0.004016
274,23455.8,0.51575,0.33048,0.95304,0.91968,0.89832,0.94174,0.73745,1.00513,0.54383,1.50167,0.003994,0.003994,0.003994
275,23541.9,0.51309,0.33582,0.95702,0.92146,0.89512,0.93926,0.73651,1.00932,0.54151,1.50534,0.003972,0.003972,0.003972
276,23628.4,0.51763,0.33831,0.95976,0.91944,0.89189,0.93719,0.73761,1.00653,0.54083,1.50664,0.00395,0.00395,0.00395
277,23712.3,0.53051,0.34393,0.96748,0.9214,0.89305,0.93895,0.73637,1.00321,0.5456,1.49885,0.003928,0.003928,0.003928
278,23797.6,0.5037,0.32101,0.94748,0.91135,0.89404,0.93914,0.73486,1.00749,0.54788,1.49955,0.003906,0.003906,0.003906
279,23883.4,0.50786,0.31905,0.95146,0.90894,0.89623,0.93889,0.73579,1.00569,0.54323,1.49807,0.003884,0.003884,0.003884
280,23969.4,0.50615,0.32675,0.95514,0.91141,0.90069,0.9402,0.73661,1.00474,0.54306,1.49768,0.003862,0.003862,0.003862
281,24054.7,0.5098,0.32662,0.9469,0.92973,0.88124,0.93725,0.73629,1.0078,0.54198,1.50174,0.00384,0.00384,0.00384
282,24141.1,0.50443,0.32978,0.94945,0.91487,0.89839,0.93938,0.73637,1.00644,0.5365,1.50237,0.003818,0.003818,0.003818
283,24226.7,0.49562,0.31797,0.93868,0.93188,0.87773,0.93438,0.73563,1.00533,0.53831,1.50303,0.003796,0.003796,0.003796
284,24313,0.50698,0.32747,0.9478,0.93398,0.88177,0.93922,0.73672,1.00417,0.53825,1.50086,0.003774,0.003774,0.003774
285,24398.2,0.49507,0.32189,0.94542,0.93534,0.88438,0.94292,0.738,1.00525,0.53703,1.50384,0.003752,0.003752,0.003752
286,24483.5,0.5045,0.31713,0.95502,0.93133,0.88326,0.94022,0.73699,1.00917,0.53882,1.50767,0.00373,0.00373,0.00373
287,24569.1,0.50077,0.31366,0.94543,0.91206,0.89952,0.94042,0.73739,1.00935,0.54099,1.50758,0.003708,0.003708,0.003708
288,24654,0.50061,0.3191,0.94637,0.90792,0.90479,0.93899,0.73628,1.00891,0.54356,1.50522,0.003686,0.003686,0.003686
289,24739.3,0.50968,0.32533,0.94807,0.90535,0.89906,0.93969,0.73801,1.00521,0.54524,1.50156,0.003664,0.003664,0.003664
290,24824.4,0.49775,0.31747,0.94808,0.89923,0.8991,0.93905,0.7369,1.0054,0.54744,1.49931,0.003642,0.003642,0.003642
291,24909.9,0.49106,0.31679,0.94166,0.92572,0.87276,0.93943,0.73619,1.00927,0.54939,1.50234,0.00362,0.00362,0.00362
292,24994.8,0.49622,0.31226,0.945,0.90975,0.89426,0.93974,0.73646,1.00958,0.54535,1.50189,0.003598,0.003598,0.003598
293,25080.3,0.48823,0.31699,0.94493,0.89669,0.90783,0.93975,0.73805,1.00904,0.54477,1.50216,0.003576,0.003576,0.003576
294,25166.4,0.4971,0.32027,0.94688,0.90971,0.89574,0.94057,0.73806,1.01279,0.54667,1.50583,0.003554,0.003554,0.003554
295,25252.1,0.49697,0.31518,0.94444,0.9124,0.89774,0.94061,0.73789,1.01583,0.54548,1.51167,0.003532,0.003532,0.003532
296,25338.2,0.48834,0.31802,0.94844,0.91281,0.89593,0.94064,0.73803,1.01323,0.54834,1.51192,0.00351,0.00351,0.00351
297,25425,0.4866,0.31598,0.94152,0.91382,0.89426,0.93979,0.7364,1.01219,0.55195,1.50927,0.003488,0.003488,0.003488
298,25510.5,0.48211,0.29962,0.94016,0.91314,0.89627,0.94007,0.73624,1.01081,0.55607,1.50825,0.003466,0.003466,0.003466
299,25595.5,0.49004,0.31038,0.94537,0.91279,0.89628,0.94108,0.73644,1.01162,0.55733,1.50714,0.003444,0.003444,0.003444
300,25680.9,0.48606,0.313,0.94415,0.91822,0.88669,0.94003,0.73696,1.00931,0.55623,1.50532,0.003422,0.003422,0.003422
301,25766.7,0.49786,0.32022,0.95108,0.91351,0.88885,0.93765,0.7376,1.01058,0.55511,1.50545,0.0034,0.0034,0.0034
302,25852,0.48386,0.30491,0.93929,0.91471,0.89123,0.93803,0.73559,1.0117,0.55602,1.50767,0.003378,0.003378,0.003378
303,25937.2,0.47433,0.3065,0.93542,0.90941,0.89328,0.93544,0.73466,1.00933,0.55535,1.50567,0.003356,0.003356,0.003356
304,26022.7,0.48075,0.3069,0.94501,0.91093,0.89234,0.93686,0.73603,1.01046,0.55612,1.50678,0.003334,0.003334,0.003334
305,26109.7,0.46822,0.30427,0.92857,0.91143,0.88942,0.93636,0.73671,1.0101,0.56025,1.50892,0.003312,0.003312,0.003312
306,26196.1,0.48571,0.30668,0.94656,0.91531,0.88623,0.9361,0.73624,1.01047,0.56007,1.51005,0.00329,0.00329,0.00329
307,26280.9,0.48163,0.30975,0.95199,0.91674,0.88231,0.93474,0.73743,1.01003,0.56111,1.51077,0.003268,0.003268,0.003268
308,26366.6,0.48732,0.31162,0.94733,0.90947,0.88699,0.93331,0.73849,1.01033,0.56253,1.51144,0.003246,0.003246,0.003246
309,26452.5,0.46677,0.2902,0.93625,0.91646,0.89066,0.93782,0.73788,1.01231,0.56206,1.51431,0.003224,0.003224,0.003224
310,26537.6,0.48769,0.30158,0.94658,0.9169,0.89102,0.9379,0.73737,1.01295,0.56237,1.51519,0.003202,0.003202,0.003202
311,26623.4,0.46713,0.29854,0.93465,0.91654,0.89033,0.93702,0.73599,1.01349,0.56082,1.51685,0.00318,0.00318,0.00318
312,26709.2,0.47435,0.29612,0.93414,0.91634,0.89339,0.93715,0.73568,1.01187,0.5614,1.51701,0.003158,0.003158,0.003158
313,26794.6,0.47456,0.29756,0.9364,0.91971,0.8945,0.93863,0.73695,1.01074,0.55526,1.51785,0.003136,0.003136,0.003136
314,26880.1,0.47417,0.2981,0.93653,0.91943,0.89082,0.93878,0.73745,1.01103,0.55662,1.51938,0.003114,0.003114,0.003114
315,26965.8,0.46103,0.29197,0.93293,0.91885,0.8874,0.93928,0.7384,1.01136,0.55398,1.52091,0.003092,0.003092,0.003092
316,27051.3,0.45951,0.29649,0.92759,0.91892,0.88537,0.93868,0.73863,1.00782,0.55368,1.51752,0.00307,0.00307,0.00307
317,27134.6,0.46804,0.2979,0.92805,0.91729,0.88537,0.93846,0.73785,1.00691,0.55495,1.51742,0.003048,0.003048,0.003048
318,27220.2,0.46435,0.29318,0.93584,0.91713,0.88682,0.93865,0.73883,1.00575,0.5525,1.51659,0.003026,0.003026,0.003026
319,27305.8,0.4573,0.29271,0.92207,0.91451,0.88303,0.93781,0.73901,1.00542,0.55023,1.51545,0.003004,0.003004,0.003004
320,27391.6,0.46563,0.29023,0.93433,0.91232,0.88955,0.93795,0.73852,1.0035,0.55283,1.51527,0.002982,0.002982,0.002982
321,27475.6,0.4646,0.2964,0.93265,0.91076,0.88909,0.93934,0.7405,1.00377,0.55236,1.51543,0.00296,0.00296,0.00296
322,27560.7,0.46089,0.29399,0.93424,0.91332,0.88854,0.93869,0.7398,1.00325,0.55436,1.51549,0.002938,0.002938,0.002938
323,27646.9,0.45374,0.28808,0.9322,0.91694,0.88693,0.93875,0.74018,1.00257,0.55573,1.51538,0.002916,0.002916,0.002916
324,27731.6,0.45593,0.29656,0.92914,0.91398,0.88655,0.93776,0.73939,1.00353,0.55375,1.51667,0.002894,0.002894,0.002894
325,27817.1,0.45221,0.28258,0.93693,0.91741,0.88484,0.93713,0.74035,1.00359,0.55608,1.51599,0.002872,0.002872,0.002872
326,27903.2,0.44411,0.28086,0.92081,0.91677,0.883,0.93726,0.74011,1.0084,0.55653,1.52294,0.00285,0.00285,0.00285
327,27989.1,0.45629,0.29384,0.92893,0.92362,0.88049,0.93744,0.74,1.00784,0.55388,1.52222,0.002828,0.002828,0.002828
328,28073.8,0.45266,0.28667,0.92712,0.92429,0.87927,0.93793,0.74002,1.00944,0.55704,1.52492,0.002806,0.002806,0.002806
329,28159.5,0.45873,0.28686,0.92595,0.93037,0.87653,0.93813,0.74021,1.00924,0.55944,1.52413,0.002784,0.002784,0.002784
330,28245.6,0.4539,0.28627,0.93101,0.92925,0.87666,0.93693,0.73965,1.01012,0.55878,1.52495,0.002762,0.002762,0.002762
331,28331,0.44425,0.2831,0.92429,0.9323,0.87828,0.93882,0.74087,1.00942,0.55897,1.52507,0.00274,0.00274,0.00274
332,28416.7,0.45285,0.28583,0.93506,0.93143,0.87927,0.93943,0.7411,1.00806,0.55579,1.5243,0.002718,0.002718,0.002718
333,28502.8,0.43122,0.27046,0.91907,0.93169,0.87943,0.93802,0.73884,1.00789,0.55452,1.52526,0.002696,0.002696,0.002696
334,28588.5,0.45333,0.29168,0.92559,0.93273,0.88069,0.93787,0.73907,1.00841,0.55419,1.52648,0.002674,0.002674,0.002674
335,28674.2,0.45778,0.29669,0.93651,0.93293,0.88024,0.939,0.73932,1.0082,0.55611,1.52664,0.002652,0.002652,0.002652
336,28759.3,0.4432,0.28116,0.92824,0.93107,0.88089,0.93761,0.7385,1.0078,0.55479,1.52658,0.00263,0.00263,0.00263
337,28844.7,0.44507,0.28179,0.92171,0.93055,0.88273,0.93774,0.74076,1.00602,0.55352,1.52603,0.002608,0.002608,0.002608
338,28930.3,0.44722,0.29156,0.93146,0.93122,0.88219,0.93708,0.74049,1.00624,0.5536,1.52687,0.002586,0.002586,0.002586
339,29015,0.44577,0.28572,0.92512,0.93026,0.88423,0.93791,0.74092,1.00559,0.55299,1.52675,0.002564,0.002564,0.002564
340,29101,0.43519,0.27367,0.91892,0.91004,0.9003,0.93752,0.7414,1.00638,0.55359,1.52726,0.002542,0.002542,0.002542
341,29186.9,0.43337,0.27635,0.92035,0.92905,0.88343,0.93755,0.74106,1.00815,0.55363,1.52906,0.00252,0.00252,0.00252
342,29272.4,0.43152,0.27545,0.91721,0.90772,0.90096,0.93752,0.74139,1.00844,0.55379,1.5301,0.002498,0.002498,0.002498
343,29357.6,0.44654,0.28365,0.92725,0.92747,0.88538,0.93737,0.74044,1.00928,0.55398,1.53112,0.002476,0.002476,0.002476
344,29444.3,0.43721,0.27999,0.92528,0.92843,0.88392,0.93721,0.74037,1.00953,0.55513,1.53202,0.002454,0.002454,0.002454
345,29530.7,0.43546,0.28873,0.92006,0.92923,0.88294,0.937,0.74095,1.01027,0.55459,1.5343,0.002432,0.002432,0.002432
346,29615.9,0.43333,0.27393,0.92153,0.92933,0.88286,0.93678,0.74167,1.01096,0.55276,1.53529,0.00241,0.00241,0.00241
347,29701.9,0.43515,0.28028,0.92683,0.9332,0.88057,0.9385,0.74256,1.01221,0.55165,1.537,0.002388,0.002388,0.002388
348,29788.1,0.43643,0.28037,0.92872,0.93339,0.88039,0.93863,0.74278,1.01268,0.55227,1.53788,0.002366,0.002366,0.002366
349,29874.3,0.43001,0.26814,0.91954,0.93245,0.8826,0.93914,0.74269,1.01208,0.55142,1.53795,0.002344,0.002344,0.002344
350,29959.3,0.42735,0.264,0.91971,0.93554,0.88017,0.93921,0.74256,1.01198,0.55278,1.53879,0.002322,0.002322,0.002322
351,30044.9,0.43489,0.27923,0.9144,0.93521,0.87857,0.93947,0.74334,1.00759,0.55315,1.53047,0.0023,0.0023,0.0023
352,30131.2,0.42308,0.26444,0.91633,0.9331,0.87858,0.93923,0.74394,1.00821,0.54935,1.53179,0.002278,0.002278,0.002278
353,30217,0.42834,0.27088,0.91967,0.93202,0.87856,0.93786,0.74423,1.00788,0.55025,1.53202,0.002256,0.002256,0.002256
354,30302.7,0.42384,0.26832,0.91858,0.93335,0.88036,0.93877,0.74408,1.00791,0.55154,1.53255,0.002234,0.002234,0.002234
355,30388.1,0.42701,0.27194,0.91887,0.9325,0.87951,0.93803,0.74323,1.00729,0.55209,1.53244,0.002212,0.002212,0.002212
356,30471.7,0.40893,0.26404,0.91371,0.93286,0.87937,0.93804,0.74362,1.00822,0.55362,1.53433,0.00219,0.00219,0.00219
357,30556.5,0.42036,0.27612,0.91406,0.93221,0.87946,0.9387,0.74381,1.00984,0.55479,1.53688,0.002168,0.002168,0.002168
358,30642.5,0.41364,0.2633,0.91638,0.9312,0.87699,0.93685,0.74241,1.01213,0.55503,1.53971,0.002146,0.002146,0.002146
359,30728.3,0.43419,0.2732,0.9227,0.93331,0.87468,0.93697,0.74314,1.01183,0.55279,1.53879,0.002124,0.002124,0.002124
360,30813.8,0.41357,0.25758,0.91611,0.93406,0.87392,0.93788,0.74308,1.01127,0.55079,1.53787,0.002102,0.002102,0.002102
361,30899.3,0.42661,0.27108,0.92958,0.91385,0.89319,0.93795,0.74277,1.01621,0.55061,1.54645,0.00208,0.00208,0.00208
362,30986.4,0.42547,0.27533,0.91946,0.93393,0.87153,0.93777,0.74261,1.01779,0.55052,1.54928,0.002058,0.002058,0.002058
363,31072.5,0.42355,0.27027,0.92345,0.93605,0.87257,0.93788,0.74349,1.01264,0.55205,1.53987,0.002036,0.002036,0.002036
364,31157.2,0.4211,0.26749,0.91796,0.93611,0.87139,0.93845,0.74297,1.01331,0.55153,1.54112,0.002014,0.002014,0.002014
365,31242.7,0.41518,0.27132,0.9073,0.93643,0.87122,0.93689,0.74165,1.0138,0.55213,1.54248,0.001992,0.001992,0.001992
366,31328.6,0.40427,0.25742,0.90382,0.93782,0.87083,0.9379,0.74185,1.01408,0.55361,1.54384,0.00197,0.00197,0.00197
367,31413.5,0.41553,0.2636,0.91847,0.93542,0.86948,0.93749,0.74189,1.01363,0.55353,1.54495,0.001948,0.001948,0.001948
368,31498.9,0.4028,0.25768,0.91278,0.93382,0.86928,0.93837,0.74264,1.01272,0.55447,1.54411,0.001926,0.001926,0.001926
369,31584.9,0.41063,0.26125,0.91221,0.9111,0.89259,0.93784,0.74129,1.0128,0.55529,1.54527,0.001904,0.001904,0.001904
370,31670.2,0.40138,0.25277,0.90681,0.90893,0.89385,0.93825,0.74103,1.01271,0.55526,1.5454,0.001882,0.001882,0.001882
371,31754.9,0.40786,0.25711,0.90435,0.93374,0.86905,0.93748,0.74172,1.01356,0.55648,1.54758,0.00186,0.00186,0.00186
372,31840.5,0.40651,0.25844,0.91344,0.93807,0.8681,0.93748,0.74128,1.01369,0.55688,1.54849,0.001838,0.001838,0.001838
373,31926.3,0.40162,0.2604,0.90635,0.93804,0.86811,0.93713,0.74044,1.01334,0.55913,1.54846,0.001816,0.001816,0.001816
374,32013,0.40163,0.25423,0.9097,0.93825,0.86745,0.93701,0.74044,1.01425,0.55862,1.54964,0.001794,0.001794,0.001794
375,32098.4,0.38387,0.24849,0.90396,0.93615,0.86802,0.93664,0.74064,1.0144,0.56035,1.55049,0.001772,0.001772,0.001772
376,32183.6,0.39889,0.25505,0.90322,0.9379,0.86812,0.93572,0.74,1.01527,0.56077,1.55173,0.00175,0.00175,0.00175
377,32269.1,0.40045,0.25535,0.90548,0.93821,0.86806,0.93563,0.73964,1.01566,0.56108,1.55247,0.001728,0.001728,0.001728
378,32353.8,0.39964,0.24904,0.90948,0.93956,0.86699,0.93622,0.73958,1.01549,0.5608,1.55276,0.001706,0.001706,0.001706
379,32438.6,0.3971,0.25379,0.90409,0.93955,0.86717,0.93625,0.73893,1.01599,0.55995,1.55363,0.001684,0.001684,0.001684
380,32524.5,0.39985,0.2523,0.90753,0.94061,0.86718,0.93611,0.73949,1.01552,0.56021,1.55339,0.001662,0.001662,0.001662
381,32610.4,0.39488,0.25308,0.90578,0.9227,0.88172,0.93614,0.73969,1.01565,0.56115,1.55468,0.00164,0.00164,0.00164
